日時,"内部CO2[ppm]","内部日射[kW m-2]","内部気温[C]","内部相対湿度[%]"
"2026/02/05 21:15:00",673,0,13.1,81
"2026/02/05 21:20:00",663,0,13.1,82
"2026/02/05 21:25:00",685,0,12.9,82
"2026/02/05 21:30:00",681,0,12.9,82
"2026/02/05 21:35:00",686,0,12.7,82
"2026/02/05 21:40:00",692,0,12.8,82
"2026/02/05 21:45:00",704,0,12.8,82
"2026/02/05 21:50:00",705,0,12.7,82
"2026/02/05 21:55:00",713,0,12.7,82
"2026/02/05 22:00:00",711,0,12.6,82
"2026/02/05 22:05:00",716,0,12.6,82
"2026/02/05 22:10:00",710,0,12.6,82
"2026/02/05 22:15:00",713,0,12.5,82
"2026/02/05 22:20:00",709,0,12.5,82
"2026/02/05 22:25:00",705,0,12.4,82
"2026/02/05 22:30:00",701,0,12.4,82
"2026/02/05 22:35:00",712,0,12.4,83
"2026/02/05 22:40:00",710,0,12.3,82
"2026/02/05 22:45:00",701,0,12.4,82
"2026/02/05 22:50:00",714,0,12.3,82
"2026/02/05 22:55:00",701,0,12.2,82
"2026/02/05 23:00:00",696,0,12.2,82
"2026/02/05 23:05:00",688,0,12.2,82
"2026/02/05 23:10:00",699,0,12.1,82
"2026/02/05 23:15:00",691,0,12.1,82
"2026/02/05 23:20:00",681,0,12,82
"2026/02/05 23:25:00",669,0,12,83
"2026/02/05 23:30:00",681,0,11.9,82
"2026/02/05 23:35:00",665,0,11.9,82
"2026/02/05 23:40:00",658,0,11.9,82
"2026/02/05 23:45:00",664,0,11.8,82
"2026/02/05 23:50:00",662,0,11.7,82
"2026/02/05 23:55:00",661,0,11.7,82
"2026/02/06 00:00:00",649,0,11.7,82
"2026/02/06 00:05:00",645,0,11.6,82
"2026/02/06 00:10:00",650,0,11.6,82
"2026/02/06 00:15:00",653,0,11.7,82
"2026/02/06 00:20:00",655,0,11.6,82
"2026/02/06 00:25:00",656,0,11.4,82
"2026/02/06 00:30:00",658,0,11.6,82
"2026/02/06 00:35:00",656,0,11.5,82
"2026/02/06 00:40:00",658,0,11.5,82
"2026/02/06 00:45:00",663,0,11.4,82
"2026/02/06 00:50:00",673,0,11.4,83
"2026/02/06 00:55:00",656,0,11.5,83
"2026/02/06 01:00:00",664,0,11.4,83
"2026/02/06 01:05:00",664,0,11.4,83
"2026/02/06 01:10:00",653,0,11.4,83
"2026/02/06 01:15:00",659,0,11.5,83
"2026/02/06 01:20:00",657,0,11.3,83
"2026/02/06 01:25:00",660,0,11.3,83
"2026/02/06 01:30:00",656,0,11.3,83
"2026/02/06 01:35:00",657,0,11.2,83
"2026/02/06 01:40:00",648,0,11.2,83
"2026/02/06 01:45:00",656,0,11.2,83
"2026/02/06 01:50:00",663,0,11.1,83
"2026/02/06 01:55:00",666,0,11.2,83
"2026/02/06 02:00:00",667,0,11.1,83
"2026/02/06 02:05:00",667,0,11.1,83
"2026/02/06 02:10:00",676,0,11.2,83
"2026/02/06 02:15:00",675,0,11,83
"2026/02/06 02:20:00",674,0,11,83
"2026/02/06 02:25:00",667,0,11,83
"2026/02/06 02:30:00",660,0,11,83
"2026/02/06 02:35:00",674,0,10.9,83
"2026/02/06 02:40:00",670,0,10.9,83
"2026/02/06 02:45:00",678,0,10.9,83
"2026/02/06 02:50:00",683,0,10.9,83
"2026/02/06 02:55:00",689,0,10.9,83
"2026/02/06 03:00:00",683,0,10.8,83
"2026/02/06 03:05:00",696,0,10.8,83
"2026/02/06 03:10:00",697,0,10.7,83
"2026/02/06 03:15:00",697,0,10.8,82
"2026/02/06 03:20:00",691,0,10.7,82
"2026/02/06 03:25:00",691,0,10.7,82
"2026/02/06 03:30:00",697,0,10.6,82
"2026/02/06 03:35:00",692,0,10.5,82
"2026/02/06 03:40:00",687,0,10.6,83
"2026/02/06 03:45:00",699,0,10.5,83
"2026/02/06 03:50:00",683,0,10.5,83
"2026/02/06 03:55:00",670,0,10.5,83
"2026/02/06 04:00:00",678,0,10.4,83
"2026/02/06 04:05:00",665,0,10.4,83
"2026/02/06 04:10:00",665,0,10.4,83
"2026/02/06 04:15:00",664,0,10.4,83
"2026/02/06 04:20:00",677,0,10.3,83
"2026/02/06 04:25:00",683,0,10.3,83
"2026/02/06 04:30:00",677,0,10.3,83
"2026/02/06 04:35:00",674,0,10.2,83
"2026/02/06 04:40:00",673,0,10.2,83
"2026/02/06 04:45:00",692,0,10.2,83
"2026/02/06 04:50:00",684,0,10.2,83
"2026/02/06 04:55:00",685,0,10.1,83
"2026/02/06 05:00:00",680,0,10.2,83
"2026/02/06 05:05:00",676,0,10.2,82
"2026/02/06 05:10:00",692,0,10.2,83
"2026/02/06 05:15:00",680,0,10.2,83
"2026/02/06 05:20:00",712,0,10.2,83
"2026/02/06 05:25:00",722,0,10.2,83
"2026/02/06 05:30:00",734,0,10.2,83
"2026/02/06 05:35:00",769,0,10.3,84
"2026/02/06 05:40:00",794,0,10.3,84
"2026/02/06 05:45:00",806,0,10.3,84
"2026/02/06 05:50:00",827,0,10.3,84
"2026/02/06 05:55:00",852,0,10.4,84
"2026/02/06 06:00:00",879,0,10.4,84
"2026/02/06 06:05:00",898,0,10.5,84
"2026/02/06 06:10:00",924,0,11.1,85
"2026/02/06 06:15:00",967,0,12.4,85
"2026/02/06 06:20:00",975,0,13.9,79
"2026/02/06 06:25:00",962,0,15.1,74
"2026/02/06 06:30:00",967,0,15,73
"2026/02/06 06:35:00",978,0,15.1,74
"2026/02/06 06:40:00",982,0,15.8,72
"2026/02/06 06:45:00",986,0.001,15.8,71
"2026/02/06 06:50:00",976,0.001,15.1,72
"2026/02/06 06:55:00",991,0.003,15.1,70
"2026/02/06 07:00:00",1020,0.004,15.7,68
"2026/02/06 07:05:00",1045,0.005,16.4,68
"2026/02/06 07:10:00",1047,0.005,16.6,66
"2026/02/06 07:15:00",1047,0.006,15.8,67
"2026/02/06 07:20:00",1071,0.006,15.8,69
"2026/02/06 07:25:00",1080,0.007,16.6,68
"2026/02/06 07:30:00",1098,0.008,16.7,67
"2026/02/06 07:35:00",1115,0.01,15.8,68
"2026/02/06 07:40:00",1113,0.011,16,70
"2026/02/06 07:45:00",1133,0.011,16.9,68
"2026/02/06 07:50:00",1146,0.011,16.7,68
"2026/02/06 07:55:00",1145,0.013,16.1,70
"2026/02/06 08:00:00",1161,0.015,15.8,71
"2026/02/06 08:05:00",1150,0.018,15.8,73
"2026/02/06 08:10:00",1151,0.027,16.1,73
"2026/02/06 08:15:00",1161,0.024,17,74
"2026/02/06 08:20:00",1159,0.026,17.8,73
"2026/02/06 08:25:00",1171,0.022,18.7,71
"2026/02/06 08:30:00",1179,0.021,19.2,70
"2026/02/06 08:35:00",1178,0.026,19.6,70
"2026/02/06 08:40:00",1162,0.028,20.4,69
"2026/02/06 08:45:00",1165,0.026,21.3,68
"2026/02/06 08:50:00",1153,0.023,21.9,67
"2026/02/06 08:55:00",1138,0.023,22.4,67
"2026/02/06 09:00:00",1127,0.025,22.6,67
"2026/02/06 09:05:00",1129,0.026,22.8,68
"2026/02/06 09:10:00",1126,0.027,23.1,71
"2026/02/06 09:15:00",1126,0.029,23.6,72
"2026/02/06 09:20:00",1110,0.028,24.2,72
"2026/02/06 09:25:00",1100,0.026,24.9,72
"2026/02/06 09:30:00",1080,0.025,25.1,74
"2026/02/06 09:35:00",1077,0.027,25.6,75
"2026/02/06 09:40:00",1075,0.026,26,76
"2026/02/06 09:45:00",928,0.026,25.5,59
"2026/02/06 09:50:00",751,0.028,25.5,59
"2026/02/06 09:55:00",624,0.026,25.3,49
"2026/02/06 10:00:00",569,0.029,25.4,52
"2026/02/06 10:05:00",543,0.03,26,53
"2026/02/06 10:10:00",527,0.032,26.4,55
"2026/02/06 10:15:00",512,0.034,26,42
"2026/02/06 10:20:00",500,0.037,26,48
"2026/02/06 10:25:00",496,0.041,26.7,51
"2026/02/06 10:30:00",512,0.041,27.4,49
"2026/02/06 10:35:00",497,0.042,24.3,63
"2026/02/06 10:40:00",503,0.036,24.9,61
"2026/02/06 10:45:00",494,0.042,22.2,67
"2026/02/06 10:50:00",490,0.043,24.8,65
"2026/02/06 10:55:00",492,0.04,24.3,58
"2026/02/06 11:00:00",459,0.051,22.6,69
"2026/02/06 11:05:00",492,0.038,24.6,68
"2026/02/06 11:10:00",495,0.047,23.7,71
"2026/02/06 11:15:00",510,0.075,23.9,65
"2026/02/06 11:20:00",492,0.075,24.4,63
"2026/02/06 11:25:00",477,0.085,24.9,59
"2026/02/06 11:30:00",475,0.078,22.6,68
"2026/02/06 11:35:00",466,0.116,25,69
"2026/02/06 11:40:00",454,0.121,23.1,57
"2026/02/06 11:45:00",447,0.092,24.1,62
"2026/02/06 11:50:00",448,0.09,24,74
"2026/02/06 11:55:00",423,0.078,23.8,76
"2026/02/06 12:00:00",451,0.083,24,78
"2026/02/06 12:05:00",407,0.091,23.9,76
"2026/02/06 12:10:00",414,0.079,24,79
"2026/02/06 12:15:00",412,0.07,23.1,76
"2026/02/06 12:20:00",416,0.068,22.5,80
"2026/02/06 12:25:00",421,0.056,24.8,69
"2026/02/06 12:30:00",408,0.059,23.2,55
"2026/02/06 12:35:00",421,0.051,23.7,51
"2026/02/06 12:40:00",427,0.046,22.9,49
"2026/02/06 12:45:00",422,0.048,23.2,46
"2026/02/06 12:50:00",434,0.045,23.8,49
"2026/02/06 12:55:00",430,0.041,24.1,47
"2026/02/06 13:00:00",426,0.044,23.4,45
"2026/02/06 13:05:00",429,0.04,22,39
"2026/02/06 13:10:00",429,0.039,23.3,41
"2026/02/06 13:15:00",444,0.039,23.6,42
"2026/02/06 13:20:00",436,0.041,23.7,40
"2026/02/06 13:25:00",439,0.046,23.1,41
"2026/02/06 13:30:00",436,0.038,23.8,38
"2026/02/06 13:35:00",440,0.049,25,46
"2026/02/06 13:40:00",439,0.045,24.1,41
"2026/02/06 13:45:00",436,0.047,23.7,42
"2026/02/06 13:50:00",445,0.028,22.6,39
"2026/02/06 13:55:00",440,0.026,24,45
"2026/02/06 14:00:00",444,0.026,23.2,54
"2026/02/06 14:05:00",449,0.085,22.7,62
"2026/02/06 14:10:00",455,0.043,25,64
"2026/02/06 14:15:00",460,0.053,24.1,48
"2026/02/06 14:20:00",454,0.073,24.2,49
"2026/02/06 14:25:00",459,0.064,24.9,48
"2026/02/06 14:30:00",442,0.055,21.3,65
"2026/02/06 14:35:00",447,0.046,21.5,70
"2026/02/06 14:40:00",444,0.039,23.1,50
"2026/02/06 14:45:00",443,0.036,22.8,43
"2026/02/06 14:50:00",440,0.037,22.7,44
"2026/02/06 14:55:00",442,0.037,23.3,45
"2026/02/06 15:00:00",446,0.036,24,50
"2026/02/06 15:05:00",447,0.034,22.7,42
"2026/02/06 15:10:00",453,0.032,21.8,39
"2026/02/06 15:15:00",464,0.032,22.8,44
"2026/02/06 15:20:00",456,0.031,23.7,49
"2026/02/06 15:25:00",480,0.03,23.9,53
"2026/02/06 15:30:00",486,0.027,24.2,55
"2026/02/06 15:35:00",500,0.025,23.2,51
"2026/02/06 15:40:00",501,0.024,22.4,50
"2026/02/06 15:45:00",498,0.024,21.9,51
"2026/02/06 15:50:00",508,0.022,22.4,53
"2026/02/06 15:55:00",512,0.019,22.4,58
"2026/02/06 16:00:00",539,0.018,22.4,63
"2026/02/06 16:05:00",557,0.016,22.2,67
"2026/02/06 16:10:00",584,0.014,21.8,71
"2026/02/06 16:15:00",597,0.013,21.6,72
"2026/02/06 16:20:00",629,0.011,21.2,75
"2026/02/06 16:25:00",657,0.01,20.7,77
"2026/02/06 16:30:00",682,0.009,20.2,78
"2026/02/06 16:35:00",696,0.007,20,79
"2026/02/06 16:40:00",714,0.006,19.3,80
"2026/02/06 16:45:00",742,0.005,18.7,81
"2026/02/06 16:50:00",763,0.004,18.1,83
"2026/02/06 16:55:00",788,0.003,17.6,84
"2026/02/06 17:00:00",814,0.002,17.2,84
"2026/02/06 17:05:00",836,0.002,16.6,85
"2026/02/06 17:10:00",858,0.001,16.2,86
"2026/02/06 17:15:00",888,0.001,15.9,86
"2026/02/06 17:20:00",900,0,15.4,87
"2026/02/06 17:25:00",910,0,14.7,86
"2026/02/06 17:30:00",912,0,14.6,87
"2026/02/06 17:35:00",919,0,14.2,87
"2026/02/06 17:40:00",931,0,14,88
"2026/02/06 17:45:00",913,0,13.9,88
"2026/02/06 17:50:00",918,0,14,88
"2026/02/06 17:55:00",904,0,13.9,88
"2026/02/06 18:00:00",914,0,13.5,89
"2026/02/06 18:05:00",908,0,13.2,78
"2026/02/06 18:10:00",781,0,13.2,72
"2026/02/06 18:15:00",703,0,13.7,76
"2026/02/06 18:20:00",651,0,14.1,78
"2026/02/06 18:25:00",616,0,14,78
"2026/02/06 18:30:00",589,0,14,79
"2026/02/06 18:35:00",579,0,13.9,79
"2026/02/06 18:40:00",567,0,14.2,79
"2026/02/06 18:45:00",552,0,13.9,80
"2026/02/06 18:50:00",550,0,13.8,77
"2026/02/06 18:55:00",538,0,13.7,77
"2026/02/06 19:00:00",521,0,13.5,75
"2026/02/06 19:05:00",513,0,13.5,75
"2026/02/06 19:10:00",509,0,13.4,74
"2026/02/06 19:15:00",496,0,13.7,74
"2026/02/06 19:20:00",492,0,13.3,73
"2026/02/06 19:25:00",501,0,13.2,73
"2026/02/06 19:30:00",463,0,13,73
"2026/02/06 19:35:00",503,0,13,73
"2026/02/06 19:40:00",495,0,12.9,72
"2026/02/06 19:45:00",501,0,12.9,73
"2026/02/06 19:50:00",493,0,12.9,73
"2026/02/06 19:55:00",500,0,12.6,71
"2026/02/06 20:00:00",490,0,12.7,71
"2026/02/06 20:05:00",497,0,12.4,70
"2026/02/06 20:10:00",491,0,12.3,70
"2026/02/06 20:15:00",496,0,12.3,70
"2026/02/06 20:20:00",493,0,12.3,70
"2026/02/06 20:25:00",494,0,12.2,70
"2026/02/06 20:30:00",487,0,12.3,72
"2026/02/06 20:35:00",496,0,12.3,72
"2026/02/06 20:40:00",493,0,12.3,74
"2026/02/06 20:45:00",498,0,12.1,72
"2026/02/06 20:50:00",500,0,12.2,72
"2026/02/06 20:55:00",500,0,12.2,72
"2026/02/06 21:00:00",444,0,11.9,70
"2026/02/06 21:05:00",492,0,12,72
"2026/02/06 21:10:00",495,0,11.9,73
"2026/02/06 21:15:00",499,0,11.8,72
"2026/02/06 21:20:00",500,0,11.9,72
"2026/02/06 21:25:00",501,0,11.8,72
"2026/02/06 21:30:00",496,0,11.6,71
"2026/02/06 21:35:00",503,0,11.7,72
"2026/02/06 21:40:00",501,0,11.7,72
"2026/02/06 21:45:00",492,0,11.5,71
"2026/02/06 21:50:00",491,0,11.5,71
"2026/02/06 21:55:00",495,0,11.5,72
"2026/02/06 22:00:00",494,0,11.6,73
"2026/02/06 22:05:00",500,0,11.4,72
"2026/02/06 22:10:00",495,0,11.4,72
"2026/02/06 22:15:00",495,0,11.4,72
"2026/02/06 22:20:00",500,0,11.3,72
"2026/02/06 22:25:00",497,0,11.1,71
"2026/02/06 22:30:00",494,0,11.1,72
"2026/02/06 22:35:00",503,0,11.2,72
"2026/02/06 22:40:00",494,0,11.2,73
"2026/02/06 22:45:00",500,0,11.2,72
"2026/02/06 22:50:00",502,0,10.9,73
"2026/02/06 22:55:00",511,0,11,73
"2026/02/06 23:00:00",505,0,11.1,73
"2026/02/06 23:05:00",505,0,11,73
"2026/02/06 23:10:00",487,0,11,74
"2026/02/06 23:15:00",509,0,11,74
"2026/02/06 23:20:00",501,0,10.9,74
"2026/02/06 23:25:00",512,0,10.8,74
"2026/02/06 23:30:00",559,0,10.9,73
"2026/02/06 23:35:00",518,0,10.7,74
"2026/02/06 23:40:00",508,0,10.9,74
"2026/02/06 23:45:00",507,0,10.8,75
"2026/02/06 23:50:00",510,0,10.8,75
"2026/02/06 23:55:00",509,0,10.6,74
"2026/02/07 00:00:00",510,0,10.7,74
"2026/02/07 00:05:00",507,0,10.6,74
"2026/02/07 00:10:00",512,0,10.8,74
"2026/02/07 00:15:00",522,0,10.6,74
"2026/02/07 00:20:00",515,0,10.7,75
"2026/02/07 00:25:00",520,0,10.5,74
"2026/02/07 00:30:00",511,0,10.5,75
"2026/02/07 00:35:00",514,0,10.6,75
"2026/02/07 00:40:00",514,0,10.4,75
"2026/02/07 00:45:00",513,0,10.5,75
"2026/02/07 00:50:00",518,0,10.5,76
"2026/02/07 00:55:00",521,0,10.4,75
"2026/02/07 01:00:00",514,0,10.3,75
"2026/02/07 01:05:00",512,0,10.4,75
"2026/02/07 01:10:00",514,0,10.2,75
"2026/02/07 01:15:00",526,0,10.3,76
"2026/02/07 01:20:00",514,0,10.2,75
"2026/02/07 01:25:00",516,0,10.3,76
"2026/02/07 01:30:00",524,0,10.1,76
"2026/02/07 01:35:00",521,0,10.2,76
"2026/02/07 01:40:00",525,0,10,76
"2026/02/07 01:45:00",523,0,10.1,76
"2026/02/07 01:50:00",529,0,10.1,76
"2026/02/07 01:55:00",518,0,10.1,76
"2026/02/07 02:00:00",525,0,10.1,76
"2026/02/07 02:05:00",523,0,9.9,76
"2026/02/07 02:10:00",528,0,10.1,76
"2026/02/07 02:15:00",525,0,10.1,77
"2026/02/07 02:20:00",512,0,10,76
"2026/02/07 02:25:00",517,0,10,77
"2026/02/07 02:30:00",519,0,9.9,77
"2026/02/07 02:35:00",519,0,10.1,76
"2026/02/07 02:40:00",517,0,10,76
"2026/02/07 02:45:00",518,0,10,76
"2026/02/07 02:50:00",511,0,9.9,75
"2026/02/07 02:55:00",507,0,9.9,76
"2026/02/07 03:00:00",517,0,10,75
"2026/02/07 03:05:00",522,0,10.1,75
"2026/02/07 03:10:00",512,0,10,75
"2026/02/07 03:15:00",509,0,10,75
"2026/02/07 03:20:00",514,0,9.8,75
"2026/02/07 03:25:00",517,0,9.9,75
"2026/02/07 03:30:00",515,0,9.9,75
"2026/02/07 03:35:00",508,0,9.9,75
"2026/02/07 03:40:00",510,0,10,74
"2026/02/07 03:45:00",505,0,9.8,74
"2026/02/07 03:50:00",516,0,9.9,75
"2026/02/07 03:55:00",513,0,9.8,75
"2026/02/07 04:00:00",504,0,9.7,75
"2026/02/07 04:05:00",514,0,9.9,75
"2026/02/07 04:10:00",523,0,9.7,74
"2026/02/07 04:15:00",512,0,9.9,76
"2026/02/07 04:20:00",503,0,9.8,74
"2026/02/07 04:25:00",514,0,9.9,75
"2026/02/07 04:30:00",481,0,9.9,74
"2026/02/07 04:35:00",509,0,9.9,74
"2026/02/07 04:40:00",519,0,10,74
"2026/02/07 04:45:00",511,0,9.8,74
"2026/02/07 04:50:00",521,0,10,74
"2026/02/07 04:55:00",513,0,9.9,75
"2026/02/07 05:00:00",525,0,10,75
"2026/02/07 05:05:00",519,0,10.1,75
"2026/02/07 05:10:00",523,0,10.4,77
"2026/02/07 05:15:00",523,0,10.4,78
"2026/02/07 05:20:00",536,0,10.6,80
"2026/02/07 05:25:00",541,0,10.8,82
"2026/02/07 05:30:00",555,0,10.9,83
"2026/02/07 05:35:00",570,0,11.1,84
"2026/02/07 05:40:00",583,0,11.2,85
"2026/02/07 05:45:00",594,0,11.2,86
"2026/02/07 05:50:00",602,0,11.4,87
"2026/02/07 05:55:00",613,0,11.4,87
"2026/02/07 06:00:00",619,0,11.5,87
"2026/02/07 06:05:00",644,0,12.6,83
"2026/02/07 06:10:00",657,0,16.4,69
"2026/02/07 06:15:00",663,0,18.4,63
"2026/02/07 06:20:00",662,0,15.8,74
"2026/02/07 06:25:00",674,0,14.3,82
"2026/02/07 06:30:00",678,0,16.2,74
"2026/02/07 06:35:00",670,0,17.7,68
"2026/02/07 06:40:00",666,0,15.6,77
"2026/02/07 06:45:00",671,0,14.4,82
"2026/02/07 06:50:00",675,0,14.7,76
"2026/02/07 06:55:00",684,0.001,18,66
"2026/02/07 07:00:00",694,0.001,18.1,65
"2026/02/07 07:05:00",696,0.001,14.1,78
"2026/02/07 07:10:00",698,0.001,15.6,74
"2026/02/07 07:15:00",697,0.002,17.7,65
"2026/02/07 07:20:00",732,0.002,17.5,68
"2026/02/07 07:25:00",749,0.003,14.5,78
"2026/02/07 07:30:00",761,0.003,15.3,75
"2026/02/07 07:35:00",808,0.003,17.7,68
"2026/02/07 07:40:00",820,0.004,16.8,70
"2026/02/07 07:45:00",838,0.004,14.2,79
"2026/02/07 07:50:00",847,0.005,16.1,73
"2026/02/07 07:55:00",881,0.005,19,63
"2026/02/07 08:00:00",914,0.007,16,74
"2026/02/07 08:05:00",892,0.008,14.1,80
"2026/02/07 08:10:00",915,0.008,16.3,72
"2026/02/07 08:15:00",933,0.009,18.3,65
"2026/02/07 08:20:00",942,0.012,15.4,76
"2026/02/07 08:25:00",933,0.012,14.1,80
"2026/02/07 08:30:00",942,0.01,14.9,77
"2026/02/07 08:35:00",958,0.009,18.4,66
"2026/02/07 08:40:00",987,0.01,16.2,72
"2026/02/07 08:45:00",989,0.011,14.2,80
"2026/02/07 08:50:00",981,0.011,15.1,77
"2026/02/07 08:55:00",1001,0.014,17.9,67
"2026/02/07 09:00:00",1017,0.012,15.3,77
"2026/02/07 09:05:00",1020,0.012,14.2,80
"2026/02/07 09:10:00",1018,0.013,14,81
"2026/02/07 09:15:00",1038,0.014,17.8,69
"2026/02/07 09:20:00",1052,0.015,16.3,73
"2026/02/07 09:25:00",1060,0.015,14.5,80
"2026/02/07 09:30:00",1045,0.015,14,82
"2026/02/07 09:35:00",1056,0.015,13.9,81
"2026/02/07 09:40:00",1067,0.018,17.8,68
"2026/02/07 09:45:00",1076,0.022,16.3,74
"2026/02/07 09:50:00",1088,0.021,14.9,78
"2026/02/07 09:55:00",1082,0.02,14.4,80
"2026/02/07 10:00:00",1076,0.023,14.3,81
"2026/02/07 10:05:00",1083,0.019,14,81
"2026/02/07 10:10:00",1086,0.018,13.8,81
"2026/02/07 10:15:00",1083,0.016,13.7,82
"2026/02/07 10:20:00",1086,0.015,13.5,82
"2026/02/07 10:25:00",1105,0.019,13.2,82
"2026/02/07 10:30:00",1094,0.023,13.5,82
"2026/02/07 10:35:00",1092,0.025,13.2,81
"2026/02/07 10:40:00",1090,0.025,13.6,81
"2026/02/07 10:45:00",1083,0.027,13.7,80
"2026/02/07 10:50:00",1108,0.024,14,80
"2026/02/07 10:55:00",1107,0.027,14.1,80
"2026/02/07 11:00:00",1149,0.028,14.5,79
"2026/02/07 11:05:00",1177,0.031,14.6,79
"2026/02/07 11:10:00",1197,0.039,14.9,79
"2026/02/07 11:15:00",1212,0.031,15.5,78
"2026/02/07 11:20:00",1241,0.032,15.4,78
"2026/02/07 11:25:00",1256,0.036,15.3,79
"2026/02/07 11:30:00",1273,0.04,15.4,78
"2026/02/07 11:35:00",1254,0.042,15.7,79
"2026/02/07 11:40:00",1245,0.044,16.1,79
"2026/02/07 11:45:00",1247,0.045,16.4,78
"2026/02/07 11:50:00",1236,0.044,16.8,78
"2026/02/07 11:55:00",1221,0.043,16.9,78
"2026/02/07 12:00:00",1210,0.038,17.1,78
"2026/02/07 12:05:00",1204,0.037,16.7,79
"2026/02/07 12:10:00",1198,0.035,16.8,80
"2026/02/07 12:15:00",1159,0.03,16.3,79
"2026/02/07 12:20:00",1177,0.027,16.1,80
"2026/02/07 12:25:00",1177,0.026,15.5,81
"2026/02/07 12:30:00",1172,0.029,15.1,82
"2026/02/07 12:35:00",1178,0.03,14.8,80
"2026/02/07 12:40:00",1179,0.026,14,80
"2026/02/07 12:45:00",1172,0.025,13.5,81
"2026/02/07 12:50:00",1163,0.026,13.3,81
"2026/02/07 12:55:00",1173,0.025,12.8,80
"2026/02/07 13:00:00",1142,0.025,12.3,81
"2026/02/07 13:05:00",1162,0.026,12.1,80
"2026/02/07 13:10:00",1160,0.026,11.9,81
"2026/02/07 13:15:00",1159,0.026,11.8,81
"2026/02/07 13:20:00",1173,0.026,11.3,81
"2026/02/07 13:25:00",1183,0.023,11.6,80
"2026/02/07 13:30:00",1170,0.021,12,80
"2026/02/07 13:35:00",1179,0.02,14.2,71
"2026/02/07 13:40:00",1201,0.02,14,72
"2026/02/07 13:45:00",1220,0.018,12.4,78
"2026/02/07 13:50:00",1215,0.018,11.7,80
"2026/02/07 13:55:00",1229,0.017,11.5,81
"2026/02/07 14:00:00",1256,0.017,14.9,70
"2026/02/07 14:05:00",1290,0.018,14.6,73
"2026/02/07 14:10:00",1274,0.02,13.2,79
"2026/02/07 14:15:00",1289,0.02,13,81
"2026/02/07 14:20:00",1290,0.018,12.9,82
"2026/02/07 14:25:00",1297,0.02,13,82
"2026/02/07 14:30:00",1292,0.018,12.9,82
"2026/02/07 14:35:00",1314,0.016,12.8,82
"2026/02/07 14:40:00",1303,0.015,12.7,83
"2026/02/07 14:45:00",1313,0.015,12.7,83
"2026/02/07 14:50:00",1313,0.016,12.7,84
"2026/02/07 14:55:00",1326,0.015,12.7,84
"2026/02/07 15:00:00",1330,0.015,13.1,84
"2026/02/07 15:05:00",1333,0.015,13,84
"2026/02/07 15:10:00",1343,0.016,13,84
"2026/02/07 15:15:00",1350,0.015,12.9,85
"2026/02/07 15:20:00",1346,0.013,12.9,84
"2026/02/07 15:25:00",1348,0.012,12.8,84
"2026/02/07 15:30:00",1350,0.012,12.6,85
"2026/02/07 15:35:00",1360,0.009,12.8,85
"2026/02/07 15:40:00",1367,0.003,13.3,84
"2026/02/07 15:45:00",1376,0.003,13.8,83
"2026/02/07 15:50:00",1389,0.003,14,83
"2026/02/07 15:55:00",1404,0.003,14.2,83
"2026/02/07 16:00:00",1423,0.003,14.3,82
"2026/02/07 16:05:00",1426,0.004,14.1,82
"2026/02/07 16:10:00",1432,0.004,13.9,82
"2026/02/07 16:15:00",1428,0.003,14,82
"2026/02/07 16:20:00",1418,0.003,14,82
"2026/02/07 16:25:00",1439,0.002,13.9,82
"2026/02/07 16:30:00",1445,0.002,13.9,82
"2026/02/07 16:35:00",1449,0.002,13.7,83
"2026/02/07 16:40:00",1452,0.002,13.6,82
"2026/02/07 16:45:00",1460,0.001,13.5,82
"2026/02/07 16:50:00",1472,0.001,13.3,82
"2026/02/07 16:55:00",1470,0.001,13.1,82
"2026/02/07 17:00:00",1482,0.001,13,82
"2026/02/07 17:05:00",1494,0.001,12.7,81
"2026/02/07 17:10:00",1484,0,12.3,83
"2026/02/07 17:15:00",1481,0,11.8,84
"2026/02/07 17:20:00",1478,0,11.8,84
"2026/02/07 17:25:00",1473,0,11.8,84
"2026/02/07 17:30:00",1468,0,11.8,85
"2026/02/07 17:35:00",1457,0,11.7,85
"2026/02/07 17:40:00",1440,0,11.7,86
"2026/02/07 17:45:00",1455,0,11.6,86
"2026/02/07 17:50:00",1435,0,11.7,86
"2026/02/07 17:55:00",1421,0,11.6,86
"2026/02/07 18:00:00",1437,0,11.7,86
"2026/02/07 18:05:00",1445,0,11.3,84
"2026/02/07 18:10:00",1295,0,10.7,81
"2026/02/07 18:15:00",1102,0,10.3,80
"2026/02/07 18:20:00",915,0,10.6,79
"2026/02/07 18:25:00",764,0,9.9,80
"2026/02/07 18:30:00",676,0,10,78
"2026/02/07 18:35:00",648,0,10.1,76
"2026/02/07 18:40:00",618,0,10.3,76
"2026/02/07 18:45:00",591,0,10.6,75
"2026/02/07 18:50:00",570,0,10.6,75
"2026/02/07 18:55:00",556,0,10.6,76
"2026/02/07 19:00:00",556,0,10.7,78
"2026/02/07 19:05:00",566,0,10.8,78
"2026/02/07 19:10:00",563,0,11,79
"2026/02/07 19:15:00",572,0,11,79
"2026/02/07 19:20:00",586,0,11.1,80
"2026/02/07 19:25:00",587,0,11.2,80
"2026/02/07 19:30:00",588,0,11.1,80
"2026/02/07 19:35:00",599,0,11.2,80
"2026/02/07 19:40:00",589,0,11.1,80
"2026/02/07 19:45:00",590,0,11.1,80
"2026/02/07 19:50:00",608,0,11.1,80
